s1_id,name,addr,country,pred_cid,cand_name,cand_addr,score,num_candidates,error_type
S1-21591150,niladri estate pvt ltd,2691 11th main 2nd stage  rajainagar  bangalore north  bangalore  karnataka,India,S2-267818651,niladri fashions pvt ltd,no 26 92 11th main 2nd stage  rajainagar  bangalore north  karnataka,0.6885,20,approx_name_match
S1-216176199,pune agro limited,sr no 26 15  29 17  fl no  906 building d  rich county  ambegaon bk  pune  maharashtra,India,S3-717916737,pune agro ltd,h no 487 82 9  navipeth  kamal building  lbs road c o kishor papers  pune  mh,0.7594,8,approx_name_match
S1-216537811,shree nursing home,karnataka  no  69  bangalore south  bangalore  south end b main road  jayanagar 9th block,India,S2-900088515,shree nursing home,6 6 b t  road  talpukur  kolkata,0.8088,8,same_name_different_addr
S1-217022433,bombay energy private limited,s 12 sfs flatspanchsheel enclave a 1  new delhi  south delhi  delhi,India,S3-369651380,bombay energy private ltd,a 85 19 block no  9 govind nagar  kanpur,0.7695,10,approx_name_match
S1-218184885,golden properties private limited,house no  284  third floor  ward no  2  kh  no  1151 3  mehrauli  new delhi  south west delhi  delhi,India,S2-840608217,golden properties private ltd,no  496  one world centre 16th flr  tower2a senapatibapatmarg  mumbai,0.7813,12,approx_name_match
S1-218223527,gujarat projects limited,uttar pradesh  ghaziabad  2nd floor  krishn r 8 9  raj nagar  b 6,India,S2-583275221,gujarat projects private ltd,flat no 304  tower a 8  casa greens 1  sector 16  greater noida west  noida  uttar pradesh,0.7516,28,approx_name_match
S1-219083694,sk   partners,c o yadavrao bhagwanrao makhale narali  dist yavatmal  yavatmal  maharashtra,India,S2-965025549,sk   partners ltd,neelam kumari c o p   4  luxmi nagar  jandli  ambala,0.7771,43,approx_name_match
S1-219805374,hitech estate pvt ltd,c 173 radha garden  mawana road  meerut  uttar pradesh,India,S3-142427656,hitech estate private ltd,1th floor  407  vihav business square  near hcg hospital sun pharma road  vadodara,0.7507,16,approx_name_match
S1-219967140,red estate private limited,26 2178  f2  willingdon enclave  a block 6c pandit karuppan road  thevara  kochi  ernakulam  kerala,India,S3-790148456,red estate llp,c 26 2191  f2  willingdon enclave  a block 6c pandit karuppan road  thevara  kochi  ernakulam  kl,0.8452,73,approx_name_match
S1-220005629,best enterprises limited,tilak marg  c scheme  rajasthan  house no  a 2 3  jaipur,India,S3-988868948,best enterprises limited,hn 483 building no 35  2760  c1  devaraparambil  thammanam  ernakulam  edappally  keralam,0.8568,2,same_name_different_addr
S1-221357857,seven healthcare private limited,no  23   24  dr  besant road  kumbakonam  thanjavur  tamil nadu,India,S3-520756626,seven healthcare private ltd,,0.7627,12,approx_name_match
S1-222171287,ritz properties private limited,maharashtra  pune  c o shoei finishing private limited  gate no 118 alandi markal road taluka    khed  pune,India,S3-940174911,ritz properties infratech pricne limited,no   39 c o shoei finishing private limited  pune,0.7996,80,approx_name_match
S1-222195626,unique trading pvt ltd,c 23  1st floor  qutub vihar phase 1 near dwakra sector 19  delhi  new delhi  delhi,India,S3-999193205,unique trading enterprises,c 44  1st floor  qutub vihar phase 1 near dwakra sector 19  delhi  new delhi,0.9224,14,approx_name_match
S1-222731544,shree systems private limited,shop no  20  ground floor aks colony  patiala road  zirakpur  tehsil dera bass  i  mohali  punjab,India,S3-25629565,shree systems private limited,plt no 3017 a  egmore nungambakkam  chennai,0.8568,43,same_name_different_addr
S1-223252435,sun products llp,c o  vinda devi  kewata salkhan  sonbhadra  uttar pradesh,India,S2-45149156,sun products,sr no 65 pathan height flat no 304  azad hind colony handewadi  pune,0.7552,9,approx_name_match
S1-224257214,jai   sons private limited,flat no 202 tower 1  emami swanlake apts  tirumalagiri  hyderabad  telangana,India,S3-242298062,jai   sons private limited,,0.85,48,same_name_different_addr
S1-224468411,tacit  india  innovations pvt ltd,karnataka  jc road  bangalore  no  97 ramayya lakshmayya garden,India,S3-311223639,tacit  india  innovations infratech pvt ltd,door no 0110 ramayya lakshmayya garden  jc road  bangalore  ka,0.8505,10,approx_name_match
S1-22450937,vision logistics private limited,no 14  davanagere  karnataka  davanagere  opp national convent  nijalingappa layout  davanagere,India,S3-305000307,vision  logistics private limited,,0.8188,16,approx_name_match
S1-22455978,ss projects private limited,house 409  1st room  gr floor  jain madir marg  old g b road  bandra  mumbai  mumbai city  maharashtra,India,S3-541457749,ss projects  private limited,door no 90  rajapalayam,0.8316,27,approx_name_match
S1-224734959,hitech developers,no 76 wb   block ganesh nagar 2 shakarpur  delhi  east delhi  delhi,India,S3-920952951,hitech  developers llp,door no 252 c nagala park  kolhapur,0.7778,7,approx_name_match
S1-224891682,bombay golden solutions private limited,ahmedabad  172 c  gujarat  sumel business park 2  b h ambica mill compound  nr vanijya bhavan  kankaria,India,S3-547674840,bombay golden solutions technologies private limited,ahmedabad  177 c  sumel business park 2  b h ambica mill compound  nr vanijya bhavan  kankaria   gj,0.9169,25,approx_name_match
S1-225029423,momentum exim private limited,gl 10 jail road  new delhi  west delhi  delhi,India,S2-130588829,momentum private limited center,no  825 16  c  45  sai vihar chs jui nagar  navi mumbai,0.6405,48,approx_name_match
S1-2258132,lakshmi impex,wz 50b f floor palam village near tanki wali gali  new delhi  delhi,India,S3-204118145,lakshmi  impex,chennai   null   new no   28,0.8522,12,approx_name_match
S1-226375217,tech power private limited,11 1 unnaw gate bahar  jhansi  jhansi khas jhansi  up  jhansi  uttar pradesh,India,S3-886175619,tech power limited,howrah  138 1  prince gulam hussain shah road  kolkata  kolkata,0.6907,8,approx_name_match
S1-226650877,anand foundation private limited,innov8 skcl tech square guindy  2nd floor  skcl tech square no 14 sp  sidcot v k industrial estate guindy  guindy park  chennai city corporation  chennai  tamil nadu,India,S3-140336181,anand foundation private limited,h no 52b kali temple road  calcutta,0.8556,24,same_name_different_addr
S1-226852528,balaji trading private limited,house no  3 3  ground floor  block b  double storey  new delhi  west delhi  delhi,India,S2-815570868,balaji trading private limited,no 17 shah waris house  3rd floor 1  deby chowdhury road  kolkata  kolkata,0.8714,15,same_name_different_addr
S1-228427997,shiv shree consultancy private limited,no48   oldno53 firstmainroad  gf 3  b a enclave c i t nagar  chennai 35   chennai 35   chennai  tamil nadu,India,S2-340415811,shiv shree logistics private,no55   oldno53 firstmainroad  gf 3  b a enclave c i t nagar  chennai 35   chennai 35,0.8316,36,approx_name_match
S1-228654078,bombay investments private limited,nulon house ishwar nagar10th mile stone mathura road  new delhi  south delhi  delhi,India,S3-288639894,bombay investments general,nulon house ishwar nagar23th mile stone mathura road  south  south delhi  dl,0.8452,13,approx_name_match
S1-228806910,baba infotech private limited,abhijit  7th floor mithakhali six road  ellisbridge  ahmedabad  gujarat,India,S3-695593478,baba infotech private limited,h c 8  civil township  rourkela orissa,0.85,7,same_name_different_addr
S1-229015723,indo engineering private limited,4 2409  bhola nath nagar  2 floor  bihari colony  shahdara  delhi,India,S3-681166695,indo engineering private limited,medak  tg  plot no  301,0.79,24,same_name_different_addr
S1-229698320,pna solutions,no 63  thottakudiyam palayam  vempathy  anthiyur  erode  tamil nadu,India,S2-873874631,pna solutions public limited,74   thottakudiyam palayam  vempathy  anthiyur  erode  tamil nadu,0.6864,31,approx_name_match
S1-230166797,classic producer private limited,siv   26  housing colony  durgapur  bardhaman  west bengal,India,S3-572712462,classic producer private limited,c o jakkampushpa valli  west godavari  narasapuram,0.8607,19,same_name_different_addr
S1-232191568,golden developers private limited,ground floor  ma hinglaj nagar  gandhi path west  lalarpura  jaipur  rajasthan  c 109 a  jaipur,India,S2-616569484,golden developers private limited,no 00345 c o lal chand meena  ward no 02  ballupura  sikar  rajasthan,0.8625,39,same_name_different_addr
S1-232222866,vaayu tradex limited,c 4  second floor  badli industrial area phase iii  delhi  north west delhi  delhi,India,S3-800270252,vaayu devi,910 c 25  second floor  badli industrial area phase iii  new delhi  north west delhi  dl,0.6094,33,approx_name_match
S1-232351212,shyam outfits private limited,flat no 502 plot no 5  sector 11 sanpada  thane  maharashtra,India,S3-415375301,private shyam outfits holdings limited,no 505  plot no 5  thane  mh,0.7367,64,approx_name_match
S1-232599621,bright constructions private limited,ix 6782  shyam gali  gandhi nagar  delhi  east delhi  delhi,India,S3-277900241,bright constructions private limited,ag 101  new delhi  north west,0.8615,18,same_name_different_addr
S1-233123622,shiva logistics private limited,karnataka  bangalore  519 2nd main a block rajajinagar,India,S3-71022263,shiva logistics private limited,5 565  medak  rangareddy  tg,0.79,11,same_name_different_addr
S1-233266833,collectorate p o contractors corp,243 f 1  annai nivas  kullanoor nirmala nagar  collectorate p o  dharmapuri  tamil nadu,India,S2-467310741,collectorate p o contractors group  corp    7099569816,h no 48 f 1  annai nivas  kullanoor nirmala nagar  collectorate p o  tamil nadu,0.8369,28,approx_name_match
S1-23448480,ram ventures pvt ltd,flat no 29 91 multitech towers b  mohali  punjab,India,S3-438012140,ram ventures hardware pvt limited,29 94 multitech towers b  mohali,0.7492,17,approx_name_match
S1-234959964,big investments private limited,house no  3 024  vipul khand 3  lucknow  uttar pradesh,India,S3-684225706,big investments private limited,flat no 303 tower 15 orchid petal sector 49 sohna road  gurgaon,0.8575,3,same_name_different_addr
S1-235120552,big marketing private limited,new hind house  3  n  m  marg ballard estate  mumbai  maharashtra,India,S3-117640891,big marketing private limited,privi house a 071 ttc  mumbai  mumbai city,0.8688,14,same_name_different_addr
S1-237792281,baba enterprises pvt ltd,room no 2  mahamai devi welfare society  ashish nagar  khoprepada  wakipada  kaju plot road  near sai niwas bungalow  juchandra  naigaon east  taluka vasai  district palghar  mumbai  vasai  thane  maharashtra,India,S3-261360313,smt baba enterprises furniture,room no 13  mahamai devi welfare society  ashish nagar  khoprepada  wakipada  kaju plot road  near sai niwas bungalow  juchandra  naigaon east  taluka vasai  district palghar  mumbai  vasai  thane  mh,0.8054,53,approx_name_match
S1-238337855,gaba developers private limited,isha apartment  flat no  a 1  ground floor  rh 40  rhaghunathpur  d b nagar  north 24 parganas  west bengal,India,S3-957750186,gaba developers public limited,h no 7 isha apartment  flat no  a 1  ground floor  rh 40  rhaghunathpur  north 24 parganas  d b nagar  wb,0.873,6,approx_name_match
S1-240385680,sarayu point private limited,groma house  office no b 2 8 9 10 plot no  14c  sec 19  vashi  navi mumbai  maharashtra,India,S3-62483095,sarayu point ltd,23 a rabindra saranips hare st  kolkata  south 24 parganas,0.6756,65,approx_name_match
S1-240661426,gujar trading limited,340 2 18 plot no  18  gali no  1 friends colony industrial area  shahdara  delhi  north east  delhi,India,S3-615366869,gujar trading private  limited,gurgaon  sadar bazar           unit 60 and 607 6th floor tower b  unitech cyber park sector 39 gurugram,0.679,20,approx_name_match
S1-241101584,all systems,a 3 159  second floor  janakpuri  new delhi  west delhi  delhi,India,S3-914846317,all systems,unit no  bs  galaxy diamond plaza  plot no  c 1a  sector  4  greater noida west  gautam buddha nagar,0.856,8,same_name_different_addr
S1-241287857,shree global private limited,shubham hospital  salaya road  village dharampur  taluka khambhalia  jamanagar  jamnagar  gujarat,India,S2-760836194,shree global private limited,no c 2nd floor  9  prakash building  dadasaheb rege marg  shivaji park  dadar w   mumbai,0.85,19,same_name_different_addr
S1-241794283,xw agrochem private limited,no 65b  1 st street dharapuram road  thillai nagar  tirupur  coimbatore  tamil nadu,India,S3-823711294,private xv agrochem ltd,65b  1 st street dharapuram road  thillai nagar  tirupur  coimbatore  tn,0.6594,95,approx_name_match
S1-241971687,white power private limited,sharmistha co op hsg soc ltdbldg no 2 senapati bapat road  pune  maharashtra,India,S2-644047189,white power public limited,maharashtra  sharmistha co op hsg soc ltdbldg no 13 senapati bapat road  pune,0.8779,27,approx_name_match
S1-242495659,india  maatara cargo,plot no 147 f f ta block om vihar uttam nagar  delhi  west delhi  delhi,India,S3-971763384,india  maatara cargo,new delhi  dl  south delhi  f 1 5,0.8676,11,same_name_different_addr
S1-243728484,vintron group,mohali  punjab  booth no  15 phase 3b2 sector 60  mohali,India,S3-709596235,m s vintron group limited,pb  mohali  block a 00102 booth no  15 phase 3b2 sector 64,0.7581,1,approx_name_match
S1-243803413,united agro pvt ltd,c o sasanka mohanta  plot no 991  khata no 114  asana  bisoi  rairangpur  mayurbhanj  orissa,India,S3-234095429,united agro  pvt ltd,balotra  no 583 e   246  barmer  2nd phase  industrial area,0.841,89,approx_name_match
S1-244060043,lfs india private limited,uttar pradesh  jhansi  medical  jhansi  jhansi  datia gate,India,S3-653648782,lfs skill  private  limited,no 23 datia gate  jhansi  medical  jhansi  jhansi,0.7177,14,approx_name_match
S1-24560631,shree exports private limited,17 1  lalitha arcade  outer ring road nagarabhavi 1st block  2nd stage  bangalore  karnataka,India,S3-940394167,shree exports private limited,first floor  opposite grama panchayath office  main road  aralumallige  doddaballapur  bangalore  bangalore rural,0.8025,16,same_name_different_addr
S1-248220106,bankey rock private limited,b 165  pocket 4  j j  colony  binda pur  uttam nagar  delhi  west delhi  delhi,India,S2-642617199,8ankey rock private limited,c   5    72  phase   iii  new delhi  delhi,0.7715,94,approx_name_match
